PNratio,BagSizePercentage,MaxDepth,NumTree,F-measure,Denbora
37,1,1,11,0.5777777777777778,21697400
37,1,1,12,0.5365853658536585,39955600
37,1,1,13,0.5581395348837209,51037100
37,1,1,14,0.5365853658536585,59278800
37,1,1,15,0.5714285714285713,33910800
37,1,1,16,0.5,35300400
37,1,1,17,0.6222222222222222,34920200
37,1,1,18,0.6046511627906976,35059200
37,1,1,19,0.6222222222222222,36136100
37,1,1,20,0.5238095238095238,37630000
37,1,1,21,0.5777777777777778,50414200
37,1,1,22,0.5777777777777778,40960000
37,1,1,23,0.5652173913043479,43517000
37,1,1,24,0.5333333333333332,77493300
37,1,1,25,0.5333333333333332,58687100
37,1,1,26,0.5454545454545454,47418700
37,1,1,27,0.5652173913043479,47622700
37,1,1,28,0.5652173913043479,51564600
37,1,1,29,0.5957446808510639,54100500
37,1,1,30,0.5652173913043479,54371400
37,1,1,31,0.553191489361702,56127900
37,1,1,32,0.553191489361702,63793800
37,1,1,33,0.6122448979591838,104497700
37,1,1,34,0.5957446808510639,70522800
38,1,1,10,0.5652173913043479,20913900
38,1,1,11,0.6122448979591838,22420000
38,1,1,12,0.5833333333333334,25759600
38,1,1,13,0.5833333333333334,29227000
38,1,1,14,0.5777777777777778,33151800
38,1,1,15,0.6250000000000001,42705700
38,1,1,16,0.5652173913043479,32448900
38,1,1,17,0.6250000000000001,32956600
38,1,1,18,0.6250000000000001,37918800
38,1,1,19,0.6122448979591838,39831400
38,1,1,20,0.5777777777777778,68391900
38,1,1,21,0.5833333333333334,57996400
38,1,1,22,0.5714285714285713,38847300
38,1,1,23,0.6530612244897959,44083000
38,1,1,24,0.608695652173913,44541900
38,1,1,25,0.6250000000000001,55405700
38,1,1,26,0.6521739130434783,51822300
38,1,1,27,0.6666666666666666,56831600
38,1,1,28,0.6521739130434783,56412300
38,1,1,29,0.6122448979591838,79297300
38,1,1,30,0.5957446808510639,75176600
38,1,1,31,0.6122448979591838,56731700
38,1,1,32,0.608695652173913,57619500
38,1,1,33,0.6122448979591838,60489500
38,1,1,34,0.5652173913043479,58818500
39,1,1,10,0.5,22096500
39,1,1,11,0.5217391304347826,22321400
39,1,1,12,0.5333333333333332,23470500
39,1,1,13,0.5652173913043479,29883300
39,1,1,14,0.5,32371400
39,1,1,15,0.5777777777777778,51058500
39,1,1,16,0.5581395348837209,57693900
39,1,1,17,0.5454545454545454,54648300
39,1,1,18,0.5128205128205129,38112700
39,1,1,19,0.5238095238095238,42598400
39,1,1,20,0.55,41542400
39,1,1,21,0.6190476190476191,40520200
39,1,1,22,0.55,41178400
39,1,1,23,0.5581395348837209,45570400
39,1,1,24,0.5,44345600
39,1,1,25,0.5581395348837209,47433900
39,1,1,26,0.5853658536585366,76654700
39,1,1,27,0.5714285714285713,60613000
39,1,1,28,0.5714285714285713,50816800
39,1,1,29,0.5454545454545454,54335200
39,1,1,30,0.5581395348837209,58241900
39,1,1,31,0.5581395348837209,56494900
39,1,1,32,0.5714285714285713,58251600
39,1,1,33,0.5581395348837209,59972900
39,1,1,34,0.5714285714285713,95350700
40,1,1,10,0.5957446808510639,39431900
40,1,1,11,0.64,25521300
40,1,1,12,0.6122448979591838,23030600
40,1,1,13,0.6122448979591838,31842800
40,1,1,14,0.6382978723404256,38839200
40,1,1,15,0.6122448979591838,30842400
40,1,1,16,0.6250000000000001,33376000
40,1,1,17,0.6250000000000001,37148100
40,1,1,18,0.5957446808510639,36778700
40,1,1,19,0.6250000000000001,36375100
40,1,1,20,0.5957446808510639,39122800
40,1,1,21,0.64,39543200
40,1,1,22,0.5957446808510639,58538700
40,1,1,23,0.64,65788800
40,1,1,24,0.6250000000000001,46937400
40,1,1,25,0.6250000000000001,50405700
40,1,1,26,0.608695652173913,51429100
40,1,1,27,0.5957446808510639,53802800
40,1,1,28,0.5957446808510639,49984900
40,1,1,29,0.5833333333333334,55141700
40,1,1,30,0.608695652173913,55279700
40,1,1,31,0.6,82684400
40,1,1,32,0.6122448979591838,82658300
40,1,1,33,0.6,57468200
40,1,1,34,0.6250000000000001,59598900
41,1,1,10,0.6190476190476191,21971400
41,1,1,11,0.5957446808510639,26302700
41,1,1,12,0.5116279069767442,22148500
41,1,1,13,0.5652173913043479,29126200
41,1,1,14,0.5333333333333332,30232200
41,1,1,15,0.5652173913043479,35469800
41,1,1,16,0.5,40082400
41,1,1,17,0.5652173913043479,33775400
41,1,1,18,0.5333333333333332,56131900
41,1,1,19,0.5652173913043479,54284800
41,1,1,20,0.5333333333333332,37694800
41,1,1,21,0.6250000000000001,39212000
41,1,1,22,0.608695652173913,39954700
41,1,1,23,0.6382978723404256,43514100
41,1,1,24,0.608695652173913,42192500
41,1,1,25,0.608695652173913,47085400
41,1,1,26,0.608695652173913,48801400
41,1,1,27,0.608695652173913,48944500
41,1,1,28,0.5909090909090908,54649100
41,1,1,29,0.608695652173913,91735600
41,1,1,30,0.5909090909090908,70386800
41,1,1,31,0.608695652173913,54876000
41,1,1,32,0.6222222222222222,57438300
41,1,1,33,0.6382978723404256,62786800
41,1,1,34,0.5777777777777778,60573100
42,1,1,10,0.5581395348837209,20033500
42,1,1,11,0.6382978723404256,23458300
42,1,1,12,0.6190476190476191,25501600
42,1,1,13,0.6382978723404256,27991800
42,1,1,14,0.6190476190476191,46088500
42,1,1,15,0.6521739130434783,48824100
42,1,1,16,0.7142857142857143,45067700
42,1,1,17,0.6666666666666665,34599700
42,1,1,18,0.6829268292682926,38754800
42,1,1,19,0.6666666666666666,37035700
42,1,1,20,0.7111111111111111,37161300
42,1,1,21,0.6666666666666665,42000500
42,1,1,22,0.7083333333333333,44478800
42,1,1,23,0.6666666666666665,56103800
42,1,1,24,0.6938775510204082,57934800
42,1,1,25,0.68,72230700
42,1,1,26,0.6956521739130435,69456300
42,1,1,27,0.6938775510204082,50890300
42,1,1,28,0.6956521739130435,52366900
42,1,1,29,0.6666666666666666,60866500
42,1,1,30,0.6956521739130435,63249200
42,1,1,31,0.6666666666666666,74535700
42,1,1,32,0.6521739130434783,63567500
42,1,1,33,0.7083333333333333,88399600
42,1,1,34,0.6521739130434783,80753300
43,1,1,10,0.5106382978723405,22695200
43,1,1,11,0.5882352941176471,26341600
43,1,1,12,0.5416666666666667,29854800
43,1,1,13,0.56,31231400
43,1,1,14,0.46808510638297873,41940200
43,1,1,15,0.5490196078431372,40287000
43,1,1,16,0.5416666666666667,33193700
43,1,1,17,0.5714285714285714,37896600
43,1,1,18,0.553191489361702,35527100
43,1,1,19,0.56,39945200
43,1,1,20,0.5416666666666667,69764400
43,1,1,21,0.5714285714285714,60319200
43,1,1,22,0.5217391304347826,44739400
43,1,1,23,0.5714285714285714,49491500
43,1,1,24,0.5217391304347826,48560400
43,1,1,25,0.64,53060300
43,1,1,26,0.48888888888888893,52727800
43,1,1,27,0.47826086956521735,56000400
43,1,1,28,0.4444444444444445,64053900
43,1,1,29,0.4444444444444445,86993800
43,1,1,30,0.45454545454545453,72342500
43,1,1,31,0.47826086956521735,56069700
43,1,1,32,0.4090909090909091,59366500
43,1,1,33,0.5,63108400
43,1,1,34,0.4444444444444445,60316300
